CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
7948;Abacavir;Validé;Abacavir;Abacavir;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7949;Acide 3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-icosafluorododec-2-enoïque;Validé;10:2 FTUCA;10:2 FTUCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7950;Atorvastatine;Validé;Atorvastat;Atorvastatine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7951;Acide 2H,2H,3H,3H-Perfluorooctanoïque;Validé;5:3 Acid;5:3 Acid;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7952;Cétirizine;Validé;Cetirizin;Cetirizine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7953;Clonazépam;Validé;Clonazépam;Clonazépam;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7954;Clopidogrel;Validé;Clopidogre;Clopidogrel ;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7955;Disopyramide;Validé;Disopyrami;Disopyramide;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7956;Indinavir;Validé;Indinavir;Indinavir;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7957;Lamivudine;Validé;Lamivudine;Lamivudine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7958;Méprobamate;Validé;Méprobamat;Méprobamate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7959;Nelfinavir;Validé;Nelfinavir;Nelfinavir;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7960;Névirapine;Validé;NVP;Névirapine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7961;Primidone;Validé;Primidone;Primidone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7962;Ritonavir;Validé;Ritonavir;Ritonavir;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7963;Saquinavir;Validé;Saquinavir;Saquinavir;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7964;Sildénafil;Validé;Sildénafil;Sildénafil;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7965;Timolol;Validé;Timolol;Timolol;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7966;Zidovudine;Validé;AZT;Zidovudine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
7967;Acide 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoïque;Validé;6:2 FTCA;6:2 FTCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7968;Acide 3,4,4,5,5,6,6,7,7,8,8,8-dodecafluorooct-2-enoïque;Validé;6:2 FTUCA;6:2 FTUCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7969;Acide 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecanoïque;Validé;8:2 FTCA;8:2 FTCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7970;Acide 3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-hexadecafluorodec-2-enoïque;Validé;8:2 FTUCA;8:2 FTUCA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7971;Titre alcalimétrique complet (TAC) à l'équilibre;Validé;TACe;TAC à l'équilibre;Paramètres classés par classe;Chimique;Autres éléments minéraux;;;;;;;;;;oui;28;degré français
7972;Titre hydrotimétrique (TH) à l'équilibre;Validé;THe;TH à l'équilibre;Paramètres classés par classe;Chimique;Autres éléments minéraux;;;;;;;;;;oui;28;degré français
7975;Samarium 153;Validé;Sm 153;Samarium 153;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7976;Chrome 51;Validé;Chrome 51;Chrome 51;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7977;Indium 111;Validé;Indium 111;Indium 111;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7978;Lutécium 177;Validé;Lu 177;Lutécium 177;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7979;Yttrium 90;Validé;Yttrium 90;Yttrium 90;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7980;Gallium 67;Validé;Gallium 67;Gallium 67;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
7981;1,2,4-Triazin-5(4H)-one, 4-amino-3-(methylamino)-6-(1-methylethyl)-;Validé;1,2,4-Tria;1,2,4-Triazin-5(4H)-one;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;;;;;;;;;oui;133;microgramme par litre
7986;Acide 2-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonylamino)acetique;Validé;FOSAA;FOSAA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7987;Acide 2-[1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl(methyl)amino]acetique;Validé;MeFOSAA;MeFOSAA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7988;Acide 2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)amino]acetique;Validé;EtFOSAA;EtFOSAA;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7989;Somme de l'Endosulfan alpha et de l'Endosulfan bêta;Gelé;SABEnd;SommeABEndo;;;;;;;;;;;;;oui;133;microgramme par litre
7990;Somme des alpha, bêta, gamma, delta Hexachlorocyclohexane;Gelé;S4HCH;Som4HCH;;;;;;;;;;;;;oui;133;microgramme par litre
7991;1-Propanaminium,N-(carboxymethyl)-N,N-dimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfonyl]amino];Validé;6:2 FTAB;6:2 FTAB;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7992;N-[3-(dimethylamino)propyl]-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonamide;Validé;M4;M4;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7993;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-6-iodo-hexane;Validé;PFHxI;PFHxI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7994;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-iodooctane;Validé;PFOI;PFOI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7995;1,1,1,2,2,3,3,4,4-nonafluoro-6-iodo-hexane;Validé;4:2 FTI;4:2 FTI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7996;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-heneicosafluoro-10-iododecane;Validé;PFDeI;PFDeI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7997;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol;Validé;6:2 FTOH;6:2 FTOH;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7998;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane;Validé;6:2 FTI;6:2 FTI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
7999;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-pentacosafluoro-12-iodododecane;Validé;PFDoI;PFDoI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8000;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol;Validé;8:2 FTOH;8:2 FTOH;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8001;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate;Validé;6:2 FTAC;6:2 FTAC;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8002;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iododecane;Validé;8:2 FTI;8:2 FTI;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8003;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecan-1-ol;Validé;10:2 FTOH;10:2 FTOH;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8004;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylprop-2-enoate;Validé;6:2 FTMAC;6:2 FTMAC;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8005;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl prop-2-enoate;Validé;8:2 FTAC;8:2 FTAC;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8006;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-methylprop-2-enoate;Validé;8:2 FTMAC;8:2 FTMAC;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
8007;2,3,6-Trichloroanisole;Validé;236TCA;2,3,6-trichloroanisole;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;390;nanogramme par litre
8008;2,4,6-Tribromoanisole;Validé;246TBA;2,4,6-tribromoanisole;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;390;nanogramme par litre
8009;2,4,6-Trichloroanisole;Validé;246TCA;2,4,6-trichloroanisole;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;390;nanogramme par litre
8010;Iomeprol;Validé;IOMP;Iomeprol;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8011;Oléandomycine;Validé;OLEANDMC;Oléandomycine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8012;Sulfachloropyridazine;Validé;SULFACPRDZ;Sulfachloropyridazine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8013;Tritium;Gelé;3H;Tritium;;;;;;;;;;;;;oui;133;microgramme par litre
8014;Somme de l'alpha et du beta carotène;Validé;TotalCarot;AlphaBetaCarotène;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
8015;Divinyl Chlorophylle b;Validé;DivChlorob;Divinyl Chlorophylle b;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
8016;Somme de Chlorophylle b et Divinyl Chlorophylle b;Validé;TCHLOROB;Total Chlorophylle b;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
8026;Néoxanthine;Validé;Neoxanthin;Neoxanthine;Paramètres classés par classe;Chimique;Pigments Phytoplanctoniques;;;;;;;;;;oui;133;microgramme par litre
8041;Spinetoram;Validé;Spinetoram;Spinetoram;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8042;Benzovindiflupyr;Validé;Benzovindi;Benzovindiflupyr;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8043;Amisulbron;Validé;Amisulbron;Amisulbron;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8044;Spirodiclofen;Validé;Spirodiclo;Spirodiclofen;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8045;Valifenalate;Validé;Valif;Valifenalate;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;;;;;;;;;oui;133;microgramme par litre
8046;Profoxydim;Validé;Profo;Profoxydim;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8047;Acequinocyl;Validé;Aceq;Acequinocyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8048;Acide dithiocarbamique;Validé;Dithio;Acide dithiocarbamique;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;;;;;;;;;oui;133;microgramme par litre
8070;Métolachlore énantiomère S;Validé;Métolach-S;Métolachlore énant S ;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
8071;Métolachlore énantiomère R;Validé;Métolach-R;Métolachlore énant R;Paramètres classés par classe;Chimique;Micropolluants organiques;Acétamides et méta;;;;;;;;;oui;133;microgramme par litre
8072;DCO dure;Validé;DCO dure;DCO dure;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;162;milligramme par litre
8092;Somme de Al+Cd+Cu+Cr+Fe+Hg+Mn+Ni+Pb+Sn+Zn;Validé;MétauxSomm;AlCdCuCrFeHgMnNiPbSnZn;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
8102;Emamectine;Validé;Emamectin;Emamectin;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8129;Somme de l'Endosulfan alpha, de l'Endosulfan bêta et de l'Endosulfan sulfate;Validé;S_ENDOSULF;SOMME_ENDOSULFAN;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;;;;;;;;;oui;133;microgramme par litre
8238;PCB 6;Validé;PCB 6;PCB 6;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;390;nanogramme par litre
8246;Thorium 232;Validé;Th 232;Thorium 232;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
8252;Méthylchloroisothiazolinone;Validé;CMIT;CMIT;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8253;Méthylisothiazolinone;Validé;MIT;MIT;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8259;Pentabromodiphényl éther (congénère 119);Validé;PBDE119;Pentabromodiph éther 119;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
8260;PCB 50;Validé;PCB 50;PCB 50;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
8261;Rafoxanide;Validé;Rafoxanide;Rafoxanide;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
8262;Somme du PCB 160 et du PCB 163;Validé;PCB160163;Somme PCB 160 PCB 163;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
8263;Résidu sec à 105 °C;Gelé;Res.sec105;Résidu sec à 105 °C;;;;;;;;;;;;;oui;162;milligramme par litre
8264;Potentiel en Hydrogène de saturation (pHs);Validé;pHs;pH de saturation;Paramètres classés par classe;Physique;;;;;;;;;;;oui;264;unité pH
8265;Indice de saturation de Langelier;Validé;LSI;Indice saturat. Langelier;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
8267;Datation par le Césium 137;Validé;Dat.137 Cs;Datation Césium 137;;;;;;;;;;;;;oui;5;année
8274;Somme du 3-chloro-2-methyl-aniline et du 3-chloro-4-methyl-aniline;Validé;3Clo+3ClpT;3-Chloro-2+4-methylanilin;;;;;;;;;;;;;oui;133;microgramme par litre
8275;Déméton Méthyl;Validé;Déméton M;Déméton-Méthyl  ;;;;;;;;;;;;;oui;133;microgramme par litre
8277;Tribromodiphényl éther (congénère 33);Validé;PBDE33;PBDE33;;;;;;;;;;;;;oui;133;microgramme par litre
8278;Tribromodiphényl éther (congénère 25);Validé;PBDE25;PBDE25;;;;;;;;;;;;;oui;133;microgramme par litre
8279;Heptabromodiphényl éther (congénère 191);Validé;PBDE191;PBDE191;;;;;;;;;;;;;oui;133;microgramme par litre
8280;Heptabromodiphényl éther (congénère 184);Validé;PBDE184;PBDE184;;;;;;;;;;;;;oui;133;microgramme par litre
8281;Hexabromodiphényl éther (congénère 156);Validé;PBDE156;PBDE156;;;;;;;;;;;;;oui;133;microgramme par litre
8282;Pentabromodiphényl éther (congénère 126);Validé;PBDE126;PBDE126;;;;;;;;;;;;;oui;133;microgramme par litre
8283;Hexabromobiphényl (congénère 153);Validé;PBB153;PBB153;;;;;;;;;;;;;oui;133;microgramme par litre
8351;Fenpyrazamine;Validé;Fenpyrazam;Fenpyrazamine;;;;;;;;;;;;;oui;133;microgramme par litre
8354;Acide phosphonique;Validé;Ac phospho;Acide phosphonique;;;;;;;;;;;;;oui;162;milligramme par litre
